GEOid,GEOid2,GEOdisplay_label,HD01_S076,HD02_S076,HD01_S077,HD02_S077,HD01_S078,HD02_S078,HD01_S079,HD02_S079,HD01_S080,HD02_S080,HD01_S081,HD02_S081,HD01_S082,HD02_S082,HD01_S083,HD02_S083,HD01_S084,HD02_S084,HD01_S085,HD02_S085,HD01_S086,HD02_S086,HD01_S087,HD02_S087,HD01_S088,HD02_S088,HD01_S089,HD02_S089,HD01_S090,HD02_S090,HD01_S091,HD02_S091,HD01_S092,HD02_S092,HD01_S093,HD02_S093,HD01_S094,HD02_S094,HD01_S095,HD02_S095,HD01_S096,HD02_S096,HD01_S097,HD02_S097,HD01_S098,HD02_S098,HD01_S099,HD02_S099,HD01_S100,HD02_S100,HD01_S101,HD02_S101,HD01_S102,HD02_S102,HD01_S103,HD02_S103,HD01_S104,HD02_S104,HD01_S105,HD02_S105,HD01_S106,HD02_S106,HD01_S107,HD02_S107,HD01_S108,HD02_S108,HD01_S109,HD02_S109,HD01_S110,HD02_S110,HD01_S111,HD02_S111,HD01_S112,HD02_S112,HD01_S113,HD02_S113,HD01_S114,HD02_S114,HD01_S115,HD02_S115,HD01_S116,HD02_S116,HD01_S117,HD02_S117,HD01_S118,HD02_S118,HD01_S119,HD02_S119,HD01_S120,HD02_S120,HD01_S121,HD02_S121,HD01_S122,HD02_S122,HD01_S123,HD02_S123,HD01_S124,HD02_S124,HD01_S125,HD02_S125,HD01_S126,HD02_S126,HD01_S127,HD02_S127,HD01_S128,HD02_S128,HD01_S129,HD02_S129
1400000US36047044900,36047044900,"Census Tract 449, Kings County, New York",2932,100.0,2800,95.5,1172,40.0,1129,38.5,20,0.7,43,1.5,6,0.2,19,0.6,3,0.1,0,0.0,3,0.1,0,0.0,12,0.4,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,435,14.8,132,4.5,6,0.2,6,0.2,22,0.8,44,1.5,1256,42.8,1194,40.7,36,1.2,56,1.9,9,0.3,519,17.7,2932,100.0,1278,43.6,66,2.3,795,27.1,4,0.1,413,14.1,1654,56.4,2932,100.0,1278,43.6,598,20.4,162,5.5,13,0.4,1,0.0,0,0.0,422,14.4,82,2.8,1654,56.4,574,19.6,967,33.0,7,0.2,42,1.4,1,0.0,13,0.4,50,1.7
1400000US36047045000,36047045000,"Census Tract 450, Kings County, New York",673,100.0,664,98.7,634,94.2,0,0.0,1,0.1,22,3.3,15,2.2,1,0.1,0,0.0,0,0.0,2,0.3,0,0.0,4,0.6,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,6,0.9,9,1.3,0,0.0,1,0.1,0,0.0,0,0.0,635,94.4,8,1.2,1,0.1,24,3.6,1,0.1,13,1.9,673,100.0,47,7.0,4,0.6,37,5.5,0,0.0,6,0.9,626,93.0,673,100.0,47,7.0,41,6.1,0,0.0,1,0.1,0,0.0,0,0.0,3,0.4,2,0.3,626,93.0,593,88.1,0,0.0,0,0.0,22,3.3,1,0.1,3,0.4,7,1.0
1400000US36047045200,36047045200,"Census Tract 452, Kings County, New York",2701,100.0,2693,99.7,2596,96.1,30,1.1,0,0.0,45,1.7,2,0.1,12,0.4,0,0.0,0,0.0,0,0.0,0,0.0,31,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.8,8,0.3,2,0.1,3,0.1,0,0.0,2,0.1,2603,96.4,31,1.1,2,0.1,49,1.8,0,0.0,24,0.9,2701,100.0,66,2.4,5,0.2,29,1.1,4,0.1,28,1.0,2635,97.6,2701,100.0,66,2.4,47,1.7,2,0.1,0,0.0,0,0.0,0,0.0,15,0.6,2,0.1,2635,97.6,2549,94.4,28,1.0,0,0.0,45,1.7,0,0.0,7,0.3,6,0.2
1400000US36047045300,36047045300,"Census Tract 453, Kings County, New York",2017,100.0,1943,96.3,968,48.0,313,15.5,19,0.9,89,4.4,8,0.4,28,1.4,10,0.5,19,0.9,10,0.5,2,0.1,12,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,554,27.5,74,3.7,7,0.3,14,0.7,2,0.1,35,1.7,1034,51.3,326,16.2,33,1.6,105,5.2,3,0.1,596,29.5,2017,100.0,1018,50.5,356,17.6,283,14.0,8,0.4,371,18.4,999,49.5,2017,100.0,1018,50.5,375,18.6,35,1.7,14,0.7,5,0.2,0,0.0,544,27.0,45,2.2,999,49.5,593,29.4,278,13.8,5,0.2,84,4.2,0,0.0,10,0.5,29,1.4
1400000US36047045400,36047045400,"Census Tract 454, Kings County, New York",1852,100.0,1814,97.9,1573,84.9,21,1.1,2,0.1,116,6.3,12,0.6,23,1.2,0,0.0,0,0.0,0,0.0,0,0.0,81,4.4,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,101,5.5,38,2.1,1,0.1,5,0.3,0,0.0,7,0.4,1588,85.7,25,1.3,8,0.4,138,7.5,13,0.7,120,6.5,1852,100.0,172,9.3,99,5.3,24,1.3,7,0.4,42,2.3,1680,90.7,1852,100.0,172,9.3,55,3.0,1,0.1,2,0.1,0,0.0,1,0.1,101,5.5,12,0.6,1680,90.7,1518,82.0,20,1.1,0,0.0,116,6.3,0,0.0,0,0.0,26,1.4
1400000US36047045600,36047045600,"Census Tract 456, Kings County, New York",2357,100.0,2334,99.0,1821,77.3,50,2.1,0,0.0,380,16.1,55,2.3,13,0.6,0,0.0,0,0.0,3,0.1,0,0.0,309,13.1,4,0.2,0,0.0,0,0.0,0,0.0,4,0.2,79,3.4,23,1.0,0,0.0,9,0.4,4,0.2,6,0.3,1840,78.1,55,2.3,3,0.1,391,16.6,4,0.2,87,3.7,2357,100.0,147,6.2,48,2.0,35,1.5,7,0.3,57,2.4,2210,93.8,2357,100.0,147,6.2,56,2.4,14,0.6,0,0.0,4,0.2,0,0.0,72,3.1,1,0.0,2210,93.8,1765,74.9,36,1.5,0,0.0,376,16.0,4,0.2,7,0.3,22,0.9
1400000US36047045800,36047045800,"Census Tract 458, Kings County, New York",1490,100.0,1475,99.0,1452,97.4,2,0.1,0,0.0,8,0.5,0,0.0,8,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.9,15,1.0,0,0.0,5,0.3,4,0.3,3,0.2,1466,98.4,7,0.5,0,0.0,13,0.9,2,0.1,17,1.1,1490,100.0,35,2.3,7,0.5,21,1.4,0,0.0,7,0.5,1455,97.7,1490,100.0,35,2.3,17,1.1,0,0.0,0,0.0,0,0.0,0,0.0,13,0.9,5,0.3,1455,97.7,1435,96.3,2,0.1,0,0.0,8,0.5,0,0.0,0,0.0,10,0.7
1400000US36047046000,36047046000,"Census Tract 460, Kings County, New York",3729,100.0,3651,97.9,2033,54.5,228,6.1,24,0.6,1160,31.1,231,6.2,156,4.2,15,0.4,2,0.1,10,0.3,2,0.1,744,20.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,205,5.5,78,2.1,0,0.0,15,0.4,10,0.3,12,0.3,2077,55.7,260,7.0,38,1.0,1209,32.4,2,0.1,231,6.2,3729,100.0,373,10.0,140,3.8,148,4.0,12,0.3,73,2.0,3356,90.0,3729,100.0,373,10.0,127,3.4,34,0.9,17,0.5,4,0.1,0,0.0,171,4.6,20,0.5,3356,90.0,1906,51.1,194,5.2,7,0.2,1156,31.0,1,0.0,34,0.9,58,1.6
1400000US36047046201,36047046201,"Census Tract 462.01, Kings County, New York",2632,100.0,2581,98.1,2050,77.9,40,1.5,23,0.9,331,12.6,76,2.9,56,2.1,3,0.1,1,0.0,13,0.5,6,0.2,176,6.7,9,0.3,9,0.3,0,0.0,0,0.0,0,0.0,128,4.9,51,1.9,2,0.1,26,1.0,2,0.1,8,0.3,2088,79.3,48,1.8,30,1.1,369,14.0,9,0.3,139,5.3,2632,100.0,239,9.1,113,4.3,61,2.3,3,0.1,62,2.4,2393,90.9,2632,100.0,239,9.1,72,2.7,8,0.3,20,0.8,0,0.0,9,0.3,125,4.7,5,0.2,2393,90.9,1978,75.2,32,1.2,3,0.1,331,12.6,0,0.0,3,0.1,46,1.7
1400000US36047046202,36047046202,"Census Tract 462.02, Kings County, New York",1803,100.0,1770,98.2,1601,88.8,7,0.4,9,0.5,53,2.9,1,0.1,22,1.2,0,0.0,3,0.2,9,0.5,15,0.8,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100,5.5,33,1.8,3,0.2,4,0.2,2,0.1,18,1.0,1631,90.5,12,0.7,13,0.7,60,3.3,3,0.2,121,6.7,1803,100.0,173,9.6,89,4.9,32,1.8,7,0.4,45,2.5,1630,90.4,1803,100.0,173,9.6,49,2.7,0,0.0,4,0.2,2,0.1,0,0.0,96,5.3,22,1.2,1630,90.4,1552,86.1,7,0.4,5,0.3,51,2.8,0,0.0,4,0.2,11,0.6
1400000US36047046400,36047046400,"Census Tract 464, Kings County, New York",2838,100.0,2808,98.9,2653,93.5,34,1.2,0,0.0,71,2.5,30,1.1,9,0.3,0,0.0,0,0.0,0,0.0,0,0.0,32,1.1,5,0.2,0,0.0,0,0.0,5,0.2,0,0.0,45,1.6,30,1.1,1,0.0,0,0.0,9,0.3,16,0.6,2679,94.4,45,1.6,1,0.0,73,2.6,5,0.2,65,2.3,2838,100.0,148,5.2,51,1.8,44,1.6,2,0.1,51,1.8,2690,94.8,2838,100.0,148,5.2,83,2.9,5,0.2,0,0.0,2,0.1,5,0.2,38,1.3,15,0.5,2690,94.8,2570,90.6,29,1.0,0,0.0,69,2.4,0,0.0,7,0.2,15,0.5
1400000US36047046800,36047046800,"Census Tract 468, Kings County, New York",2054,100.0,2031,98.9,1947,94.8,4,0.2,0,0.0,41,2.0,0,0.0,26,1.3,10,0.5,0,0.0,0,0.0,4,0.2,1,0.0,2,0.1,0,0.0,0,0.0,1,0.0,1,0.0,37,1.8,23,1.1,1,0.0,0,0.0,0,0.0,15,0.7,1966,95.7,4,0.2,1,0.0,45,2.2,5,0.2,56,2.7,2054,100.0,68,3.3,25,1.2,19,0.9,0,0.0,24,1.2,1986,96.7,2054,100.0,68,3.3,26,1.3,0,0.0,0,0.0,4,0.2,0,0.0,34,1.7,4,0.2,1986,96.7,1921,93.5,4,0.2,0,0.0,37,1.8,2,0.1,3,0.1,19,0.9
1400000US36047047000,36047047000,"Census Tract 470, Kings County, New York",2886,100.0,2869,99.4,2834,98.2,4,0.1,0,0.0,15,0.5,0,0.0,15,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,3,0.1,13,0.5,17,0.6,0,0.0,12,0.4,0,0.0,4,0.1,2850,98.8,4,0.1,0,0.0,27,0.9,4,0.1,18,0.6,2886,100.0,35,1.2,8,0.3,15,0.5,3,0.1,9,0.3,2851,98.8,2886,100.0,35,1.2,23,0.8,0,0.0,0,0.0,0,0.0,0,0.0,11,0.4,1,0.0,2851,98.8,2811,97.4,4,0.1,0,0.0,15,0.5,3,0.1,2,0.1,16,0.6
1400000US36047047200,36047047200,"Census Tract 472, Kings County, New York",3141,100.0,3125,99.5,3087,98.3,24,0.8,4,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.3,16,0.5,0,0.0,2,0.1,4,0.1,6,0.2,3099,98.7,28,0.9,4,0.1,6,0.2,0,0.0,20,0.6,3141,100.0,37,1.2,6,0.2,22,0.7,0,0.0,9,0.3,3104,98.8,3141,100.0,37,1.2,20,0.6,1,0.0,4,0.1,0,0.0,0,0.0,10,0.3,2,0.1,3104,98.8,3067,97.6,23,0.7,0,0.0,0,0.0,0,0.0,0,0.0,14,0.4
1400000US36047047400,36047047400,"Census Tract 474, Kings County, New York",2969,100.0,2948,99.3,2935,98.9,5,0.2,2,0.1,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2,21,0.7,0,0.0,12,0.4,4,0.1,5,0.2,2956,99.6,9,0.3,2,0.1,13,0.4,0,0.0,10,0.3,2969,100.0,38,1.3,3,0.1,6,0.2,4,0.1,25,0.8,2931,98.7,2969,100.0,38,1.3,29,1.0,4,0.1,2,0.1,0,0.0,0,0.0,3,0.1,0,0.0,2931,98.7,2906,97.9,1,0.0,0,0.0,1,0.0,0,0.0,2,0.1,21,0.7
1400000US36047047600,36047047600,"Census Tract 476, Kings County, New York",3646,100.0,3601,98.8,3435,94.2,28,0.8,0,0.0,64,1.8,20,0.5,21,0.6,0,0.0,0,0.0,4,0.1,0,0.0,19,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,2.0,45,1.2,2,0.1,18,0.5,5,0.1,16,0.4,3476,95.3,33,0.9,6,0.2,85,2.3,0,0.0,91,2.5,3646,100.0,160,4.4,85,2.3,25,0.7,0,0.0,50,1.4,3486,95.6,3646,100.0,160,4.4,84,2.3,10,0.3,0,0.0,0,0.0,0,0.0,61,1.7,5,0.1,3486,95.6,3351,91.9,18,0.5,0,0.0,64,1.8,0,0.0,13,0.4,40,1.1
1400000US36047047700,36047047700,"Census Tract 477, Kings County, New York",3318,100.0,3178,95.8,2643,79.7,74,2.2,12,0.4,265,8.0,40,1.2,64,1.9,15,0.5,31,0.9,59,1.8,9,0.3,47,1.4,4,0.1,1,0.0,0,0.0,0,0.0,3,0.1,180,5.4,140,4.2,7,0.2,49,1.5,19,0.6,30,0.9,2766,83.4,111,3.3,32,1.0,326,9.8,11,0.3,225,6.8,3318,100.0,534,16.1,108,3.3,196,5.9,27,0.8,203,6.1,2784,83.9,3318,100.0,534,16.1,307,9.3,10,0.3,6,0.2,0,0.0,1,0.0,161,4.9,49,1.5,2784,83.9,2336,70.4,64,1.9,6,0.2,265,8.0,3,0.1,19,0.6,91,2.7
1400000US36047047800,36047047800,"Census Tract 478, Kings County, New York",4848,100.0,4762,98.2,3718,76.7,78,1.6,6,0.1,303,6.3,44,0.9,148,3.1,1,0.0,4,0.1,0,0.0,11,0.2,95,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,657,13.6,86,1.8,6,0.1,16,0.3,7,0.1,31,0.6,3782,78.0,91,1.9,18,0.4,325,6.7,9,0.2,712,14.7,4848,100.0,957,19.7,300,6.2,165,3.4,23,0.5,469,9.7,3891,80.3,4848,100.0,957,19.7,256,5.3,20,0.4,5,0.1,1,0.0,0,0.0,628,13.0,47,1.0,3891,80.3,3462,71.4,58,1.2,1,0.0,302,6.2,0,0.0,29,0.6,39,0.8
1400000US36047048000,36047048000,"Census Tract 480, Kings County, New York",3769,100.0,3647,96.8,2734,72.5,111,2.9,24,0.6,479,12.7,59,1.6,99,2.6,11,0.3,4,0.1,10,0.3,0,0.0,296,7.9,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,298,7.9,122,3.2,2,0.1,21,0.6,15,0.4,44,1.2,2824,74.9,145,3.8,39,1.0,531,14.1,4,0.1,363,9.6,3769,100.0,560,14.9,171,4.5,111,2.9,7,0.2,271,7.2,3209,85.1,3769,100.0,560,14.9,194,5.1,20,0.5,22,0.6,0,0.0,0,0.0,274,7.3,50,1.3,3209,85.1,2540,67.4,91,2.4,2,0.1,479,12.7,1,0.0,24,0.6,72,1.9
1400000US36047048100,36047048100,"Census Tract 481, Kings County, New York",2778,100.0,2679,96.4,1978,71.2,80,2.9,14,0.5,327,11.8,13,0.5,203,7.3,20,0.7,36,1.3,24,0.9,3,0.1,28,1.0,2,0.1,0,0.0,1,0.0,0,0.0,1,0.0,278,10.0,99,3.6,7,0.3,19,0.7,5,0.2,40,1.4,2060,74.2,101,3.6,27,1.0,358,12.9,6,0.2,333,12.0,2778,100.0,853,30.7,98,3.5,283,10.2,12,0.4,460,16.6,1925,69.3,2778,100.0,853,30.7,467,16.8,43,1.5,12,0.4,5,0.2,0,0.0,270,9.7,56,2.0,1925,69.3,1511,54.4,37,1.3,2,0.1,322,11.6,2,0.1,8,0.3,43,1.5
1400000US36047048200,36047048200,"Census Tract 482, Kings County, New York",5331,100.0,5117,96.0,2940,55.1,434,8.1,57,1.1,1392,26.1,337,6.3,259,4.9,3,0.1,3,0.1,6,0.1,0,0.0,784,14.7,4,0.1,0,0.0,0,0.0,0,0.0,4,0.1,290,5.4,214,4.0,5,0.1,66,1.2,19,0.4,43,0.8,3087,57.9,490,9.2,81,1.5,1513,28.4,10,0.2,375,7.0,5331,100.0,673,12.6,202,3.8,245,4.6,6,0.1,220,4.1,4658,87.4,5331,100.0,673,12.6,245,4.6,48,0.9,33,0.6,5,0.1,4,0.1,279,5.2,59,1.1,4658,87.4,2695,50.6,386,7.2,24,0.5,1387,26.0,0,0.0,11,0.2,155,2.9
1400000US36047048400,36047048400,"Census Tract 484, Kings County, New York",5481,100.0,5330,97.2,4035,73.6,327,6.0,7,0.1,490,8.9,120,2.2,44,0.8,11,0.2,3,0.1,6,0.1,1,0.0,305,5.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,471,8.6,151,2.8,5,0.1,48,0.9,3,0.1,28,0.5,4131,75.4,378,6.9,34,0.6,577,10.5,7,0.1,520,9.5,5481,100.0,823,15.0,391,7.1,153,2.8,13,0.2,266,4.9,4658,85.0,5481,100.0,823,15.0,302,5.5,39,0.7,6,0.1,9,0.2,0,0.0,421,7.7,46,0.8,4658,85.0,3733,68.1,288,5.3,1,0.0,481,8.8,0,0.0,50,0.9,105,1.9
1400000US36047048500,36047048500,"Census Tract 485, Kings County, New York",2510,100.0,2391,95.3,1680,66.9,175,7.0,21,0.8,116,4.6,10,0.4,38,1.5,12,0.5,20,0.8,15,0.6,3,0.1,18,0.7,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,398,15.9,119,4.7,10,0.4,37,1.5,18,0.7,24,1.0,1778,70.8,203,8.1,43,1.7,163,6.5,10,0.4,437,17.4,2510,100.0,885,35.3,124,4.9,335,13.3,10,0.4,416,16.6,1625,64.7,2510,100.0,885,35.3,390,15.5,50,2.0,17,0.7,1,0.0,0,0.0,374,14.9,53,2.1,1625,64.7,1290,51.4,125,5.0,4,0.2,115,4.6,1,0.0,24,1.0,66,2.6
1400000US36047048600,36047048600,"Census Tract 486, Kings County, New York",3568,100.0,3391,95.0,1191,33.4,155,4.3,23,0.6,1583,44.4,349,9.8,240,6.7,1,0.0,0,0.0,1,0.0,7,0.2,985,27.6,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,438,12.3,177,5.0,14,0.4,51,1.4,2,0.1,40,1.1,1306,36.6,184,5.2,59,1.7,1685,47.2,8,0.2,514,14.4,3568,100.0,975,27.3,586,16.4,155,4.3,13,0.4,221,6.2,2593,72.7,3568,100.0,975,27.3,432,12.1,47,1.3,14,0.4,4,0.1,0,0.0,412,11.5,66,1.8,2593,72.7,759,21.3,108,3.0,9,0.3,1579,44.3,1,0.0,26,0.7,111,3.1
1400000US36047048800,36047048800,"Census Tract 488, Kings County, New York",4395,100.0,4237,96.4,2384,54.2,352,8.0,37,0.8,1108,25.2,300,6.8,173,3.9,13,0.3,7,0.2,4,0.1,10,0.2,601,13.7,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,355,8.1,158,3.6,5,0.1,38,0.9,23,0.5,13,0.3,2469,56.2,411,9.4,84,1.9,1194,27.2,11,0.3,396,9.0,4395,100.0,709,16.1,333,7.6,145,3.3,25,0.6,206,4.7,3686,83.9,4395,100.0,709,16.1,260,5.9,46,1.0,26,0.6,11,0.3,1,0.0,333,7.6,32,0.7,3686,83.9,2124,48.3,306,7.0,11,0.3,1097,25.0,0,0.0,22,0.5,126,2.9
1400000US36047048900,36047048900,"Census Tract 489, Kings County, New York",4039,100.0,3860,95.6,1177,29.1,1890,46.8,71,1.8,11,0.3,3,0.1,6,0.1,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,4,0.1,2,0.0,2,0.0,0,0.0,0,0.0,707,17.5,179,4.4,4,0.1,1,0.0,20,0.5,63,1.6,1285,31.8,1959,48.5,112,2.8,31,0.8,22,0.5,830,20.5,4039,100.0,2377,58.9,40,1.0,1583,39.2,21,0.5,733,18.1,1662,41.1,4039,100.0,2377,58.9,1136,28.1,329,8.1,58,1.4,1,0.0,4,0.1,706,17.5,143,3.5,1662,41.1,41,1.0,1561,38.6,13,0.3,10,0.2,0,0.0,1,0.0,36,0.9
1400000US36047049000,36047049000,"Census Tract 490, Kings County, New York",5899,100.0,5633,95.5,3781,64.1,541,9.2,39,0.7,928,15.7,307,5.2,50,0.8,5,0.1,2,0.0,7,0.1,0,0.0,557,9.4,2,0.0,0,0.0,0,0.0,0,0.0,2,0.0,342,5.8,266,4.5,10,0.2,118,2.0,35,0.6,25,0.4,3978,67.4,611,10.4,75,1.3,1098,18.6,7,0.1,407,6.9,5899,100.0,783,13.3,272,4.6,216,3.7,14,0.2,281,4.8,5116,86.7,5899,100.0,783,13.3,357,6.1,47,0.8,32,0.5,4,0.1,0,0.0,287,4.9,56,0.9,5116,86.7,3424,58.0,494,8.4,7,0.1,924,15.7,2,0.0,55,0.9,210,3.6
1400000US36047049100,36047049100,"Census Tract 491, Kings County, New York",6418,100.0,6158,95.9,2086,32.5,1282,20.0,26,0.4,1728,26.9,19,0.3,1636,25.5,3,0.0,6,0.1,19,0.3,1,0.0,44,0.7,2,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1034,16.1,260,4.1,6,0.1,17,0.3,25,0.4,96,1.5,2259,35.2,1386,21.6,86,1.3,1764,27.5,17,0.3,1199,18.7,6418,100.0,2448,38.1,171,2.7,1378,21.5,23,0.4,876,13.6,3970,61.9,6418,100.0,2448,38.1,986,15.4,219,3.4,21,0.3,7,0.1,0,0.0,1021,15.9,194,3.0,3970,61.9,1100,17.1,1063,16.6,5,0.1,1721,26.8,2,0.0,13,0.2,66,1.0
1400000US36047049200,36047049200,"Census Tract 492, Kings County, New York",3495,100.0,3367,96.3,1635,46.8,521,14.9,9,0.3,812,23.2,302,8.6,38,1.1,12,0.3,5,0.1,1,0.0,1,0.0,453,13.0,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,388,11.1,128,3.7,2,0.1,23,0.7,29,0.8,13,0.4,1715,49.1,589,16.9,32,0.9,866,24.8,3,0.1,433,12.4,3495,100.0,726,20.8,419,12.0,124,3.5,2,0.1,181,5.2,2769,79.2,3495,100.0,726,20.8,285,8.2,47,1.3,2,0.1,7,0.2,0,0.0,340,9.7,45,1.3,2769,79.2,1350,38.6,474,13.6,7,0.2,805,23.0,2,0.1,48,1.4,83,2.4
1400000US36047049300,36047049300,"Census Tract 493, Kings County, New York",7625,100.0,7228,94.8,3484,45.7,1453,19.1,92,1.2,169,2.2,18,0.2,42,0.6,19,0.2,25,0.3,33,0.4,2,0.0,30,0.4,6,0.1,0,0.0,0,0.0,0,0.0,6,0.1,2024,26.5,397,5.2,13,0.2,31,0.4,73,1.0,136,1.8,3755,49.2,1642,21.5,158,2.1,221,2.9,13,0.2,2256,29.6,7625,100.0,4912,64.4,386,5.1,2935,38.5,31,0.4,1560,20.5,2713,35.6,7625,100.0,4912,64.4,2132,28.0,363,4.8,82,1.1,14,0.2,6,0.1,2002,26.3,313,4.1,2713,35.6,1352,17.7,1090,14.3,10,0.1,155,2.0,0,0.0,22,0.3,84,1.1
1400000US36047049400,36047049400,"Census Tract 494, Kings County, New York",5308,100.0,5129,96.6,3204,60.4,742,14.0,10,0.2,861,16.2,270,5.1,73,1.4,7,0.1,13,0.2,6,0.1,4,0.1,488,9.2,8,0.2,0,0.0,0,0.0,0,0.0,8,0.2,304,5.7,179,3.4,3,0.1,42,0.8,28,0.5,26,0.5,3314,62.4,826,15.6,41,0.8,945,17.8,17,0.3,355,6.7,5308,100.0,723,13.6,213,4.0,240,4.5,12,0.2,258,4.9,4585,86.4,5308,100.0,723,13.6,318,6.0,72,1.4,5,0.1,6,0.1,8,0.2,267,5.0,47,0.9,4585,86.4,2886,54.4,670,12.6,5,0.1,855,16.1,0,0.0,37,0.7,132,2.5
1400000US36047049500,36047049500,"Census Tract 495, Kings County, New York",2603,100.0,2491,95.7,1907,73.3,50,1.9,12,0.5,227,8.7,21,0.8,109,4.2,12,0.5,33,1.3,18,0.7,9,0.3,25,1.0,4,0.2,0,0.0,0,0.0,1,0.0,3,0.1,291,11.2,112,4.3,6,0.2,28,1.1,14,0.5,34,1.3,1992,76.5,73,2.8,25,1.0,273,10.5,12,0.5,347,13.3,2603,100.0,747,28.7,163,6.3,249,9.6,15,0.6,320,12.3,1856,71.3,2603,100.0,747,28.7,392,15.1,17,0.7,5,0.2,0,0.0,0,0.0,282,10.8,51,2.0,1856,71.3,1515,58.2,33,1.3,7,0.3,227,8.7,4,0.2,9,0.3,61,2.3
1400000US36047049600,36047049600,"Census Tract 496, Kings County, New York",4513,100.0,4392,97.3,2039,45.2,151,3.3,34,0.8,1583,35.1,255,5.7,622,13.8,22,0.5,13,0.3,21,0.5,30,0.7,620,13.7,2,0.0,0,0.0,0,0.0,0,0.0,2,0.0,583,12.9,121,2.7,5,0.1,28,0.6,23,0.5,34,0.8,2131,47.2,182,4.0,51,1.1,1632,36.2,5,0.1,635,14.1,4513,100.0,1048,23.2,628,13.9,192,4.3,8,0.2,220,4.9,3465,76.8,4513,100.0,1048,23.2,360,8.0,40,0.9,33,0.7,0,0.0,0,0.0,566,12.5,49,1.1,3465,76.8,1679,37.2,111,2.5,1,0.0,1583,35.1,2,0.0,17,0.4,72,1.6
1400000US36047049700,36047049700,"Census Tract 497, Kings County, New York",2645,100.0,2569,97.1,2316,87.6,24,0.9,6,0.2,169,6.4,11,0.4,38,1.4,17,0.6,21,0.8,20,0.8,44,1.7,18,0.7,3,0.1,2,0.1,0,0.0,1,0.0,0,0.0,51,1.9,76,2.9,7,0.3,37,1.4,7,0.3,17,0.6,2388,90.3,35,1.3,15,0.6,211,8.0,4,0.2,71,2.7,2645,100.0,222,8.4,51,1.9,70,2.6,11,0.4,90,3.4,2423,91.6,2645,100.0,222,8.4,148,5.6,3,0.1,2,0.1,2,0.1,0,0.0,43,1.6,24,0.9,2423,91.6,2168,82.0,21,0.8,4,0.2,167,6.3,3,0.1,8,0.3,52,2.0
1400000US36047049800,36047049800,"Census Tract 498, Kings County, New York",4232,100.0,4101,96.9,2055,48.6,141,3.3,26,0.6,1566,37.0,299,7.1,614,14.5,35,0.8,10,0.2,42,1.0,21,0.5,545,12.9,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,311,7.3,131,3.1,5,0.1,29,0.7,25,0.6,16,0.4,2141,50.6,197,4.7,38,0.9,1625,38.4,16,0.4,356,8.4,4232,100.0,723,17.1,257,6.1,195,4.6,16,0.4,255,6.0,3509,82.9,4232,100.0,723,17.1,324,7.7,34,0.8,18,0.4,11,0.3,0,0.0,292,6.9,44,1.0,3509,82.9,1731,40.9,107,2.5,8,0.2,1555,36.7,2,0.0,19,0.4,87,2.1
1400000US36047049900,36047049900,"Census Tract 499, Kings County, New York",1753,100.0,1713,97.7,1507,86.0,35,2.0,1,0.1,80,4.6,8,0.5,26,1.5,5,0.3,12,0.7,21,1.2,2,0.1,6,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,90,5.1,40,2.3,2,0.1,15,0.9,2,0.1,10,0.6,1537,87.7,39,2.2,9,0.5,101,5.8,1,0.1,107,6.1,1753,100.0,228,13.0,54,3.1,86,4.9,5,0.3,83,4.7,1525,87.0,1753,100.0,228,13.0,122,7.0,11,0.6,1,0.1,1,0.1,0,0.0,80,4.6,13,0.7,1525,87.0,1385,79.0,24,1.4,0,0.0,79,4.5,0,0.0,10,0.6,27,1.5
