GEOid,GEOid2,GEOdisplay_label,HD01_S076,HD02_S076,HD01_S077,HD02_S077,HD01_S078,HD02_S078,HD01_S079,HD02_S079,HD01_S080,HD02_S080,HD01_S081,HD02_S081,HD01_S082,HD02_S082,HD01_S083,HD02_S083,HD01_S084,HD02_S084,HD01_S085,HD02_S085,HD01_S086,HD02_S086,HD01_S087,HD02_S087,HD01_S088,HD02_S088,HD01_S089,HD02_S089,HD01_S090,HD02_S090,HD01_S091,HD02_S091,HD01_S092,HD02_S092,HD01_S093,HD02_S093,HD01_S094,HD02_S094,HD01_S095,HD02_S095,HD01_S096,HD02_S096,HD01_S097,HD02_S097,HD01_S098,HD02_S098,HD01_S099,HD02_S099,HD01_S100,HD02_S100,HD01_S101,HD02_S101,HD01_S102,HD02_S102,HD01_S103,HD02_S103,HD01_S104,HD02_S104,HD01_S105,HD02_S105,HD01_S106,HD02_S106,HD01_S107,HD02_S107,HD01_S108,HD02_S108,HD01_S109,HD02_S109,HD01_S110,HD02_S110,HD01_S111,HD02_S111,HD01_S112,HD02_S112,HD01_S113,HD02_S113,HD01_S114,HD02_S114,HD01_S115,HD02_S115,HD01_S116,HD02_S116,HD01_S117,HD02_S117,HD01_S118,HD02_S118,HD01_S119,HD02_S119,HD01_S120,HD02_S120,HD01_S121,HD02_S121,HD01_S122,HD02_S122,HD01_S123,HD02_S123,HD01_S124,HD02_S124,HD01_S125,HD02_S125,HD01_S126,HD02_S126,HD01_S127,HD02_S127,HD01_S128,HD02_S128,HD01_S129,HD02_S129
1400000US36047030400,36047030400,"Census Tract 304, Kings County, New York",4281,100.0,4220,98.6,2239,52.3,78,1.8,8,0.2,1713,40.0,29,0.7,1490,34.8,19,0.4,0,0.0,18,0.4,13,0.3,144,3.4,2,0.0,1,0.0,0,0.0,1,0.0,0,0.0,180,4.2,61,1.4,1,0.0,30,0.7,4,0.1,17,0.4,2295,53.6,89,2.1,13,0.3,1744,40.7,5,0.1,202,4.7,4281,100.0,446,10.4,159,3.7,146,3.4,1,0.0,140,3.3,3835,89.6,4281,100.0,446,10.4,230,5.4,13,0.3,5,0.1,8,0.2,0,0.0,172,4.0,18,0.4,3835,89.6,2009,46.9,65,1.5,3,0.1,1705,39.8,2,0.0,8,0.2,43,1.0
1400000US36047030500,36047030500,"Census Tract 305, Kings County, New York",5549,100.0,5325,96.0,1806,32.5,2775,50.0,26,0.5,362,6.5,118,2.1,49,0.9,10,0.2,33,0.6,25,0.5,2,0.0,125,2.3,7,0.1,0,0.0,1,0.0,1,0.0,5,0.1,349,6.3,224,4.0,1,0.0,45,0.8,62,1.1,17,0.3,1955,35.2,2906,52.4,74,1.3,447,8.1,22,0.4,406,7.3,5549,100.0,884,15.9,115,2.1,252,4.5,19,0.3,498,9.0,4665,84.1,5549,100.0,884,15.9,266,4.8,206,3.7,20,0.4,4,0.1,4,0.1,318,5.7,66,1.2,4665,84.1,1540,27.8,2569,46.3,6,0.1,358,6.5,3,0.1,31,0.6,158,2.8
1400000US36047030600,36047030600,"Census Tract 306, Kings County, New York",2005,100.0,1935,96.5,1078,53.8,15,0.7,0,0.0,691,34.5,7,0.3,616,30.7,14,0.7,0,0.0,4,0.2,2,0.1,48,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,151,7.5,70,3.5,7,0.3,32,1.6,3,0.1,8,0.4,1144,57.1,24,1.2,12,0.6,729,36.4,12,0.6,159,7.9,2005,100.0,330,16.5,51,2.5,115,5.7,2,0.1,162,8.1,1675,83.5,2005,100.0,330,16.5,153,7.6,6,0.3,0,0.0,4,0.2,0,0.0,147,7.3,20,1.0,1675,83.5,925,46.1,9,0.4,0,0.0,687,34.3,0,0.0,4,0.2,50,2.5
1400000US36047030700,36047030700,"Census Tract 307, Kings County, New York",4544,100.0,4441,97.7,192,4.2,3983,87.7,19,0.4,10,0.2,9,0.2,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,3,0.1,2,0.0,0,0.0,0,0.0,1,0.0,234,5.1,103,2.3,1,0.0,2,0.0,25,0.6,7,0.2,233,5.1,4070,89.6,47,1.0,23,0.5,7,0.2,276,6.1,4544,100.0,637,14.0,31,0.7,315,6.9,9,0.2,282,6.2,3907,86.0,4544,100.0,637,14.0,136,3.0,228,5.0,11,0.2,1,0.0,2,0.0,229,5.0,30,0.7,3907,86.0,56,1.2,3755,82.6,8,0.2,9,0.2,1,0.0,5,0.1,73,1.6
1400000US36047030800,36047030800,"Census Tract 308, Kings County, New York",1949,100.0,1918,98.4,1323,67.9,24,1.2,8,0.4,456,23.4,17,0.9,402,20.6,5,0.3,0,0.0,5,0.3,6,0.3,21,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,107,5.5,31,1.6,2,0.1,9,0.5,4,0.2,14,0.7,1354,69.5,30,1.5,12,0.6,465,23.9,0,0.0,121,6.2,1949,100.0,239,12.3,41,2.1,113,5.8,4,0.2,81,4.2,1710,87.7,1949,100.0,239,12.3,109,5.6,0,0.0,8,0.4,1,0.1,0,0.0,102,5.2,19,1.0,1710,87.7,1214,62.3,24,1.2,0,0.0,455,23.3,0,0.0,5,0.3,12,0.6
1400000US36047030900,36047030900,"Census Tract 309, Kings County, New York",1754,100.0,1726,98.4,69,3.9,1487,84.8,7,0.4,17,1.0,5,0.3,4,0.2,1,0.1,0,0.0,0,0.0,0,0.0,7,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,146,8.3,28,1.6,1,0.1,0,0.0,3,0.2,0,0.0,73,4.2,1512,86.2,11,0.6,17,1.0,3,0.2,167,9.5,1754,100.0,281,16.0,18,1.0,114,6.5,2,0.1,147,8.4,1473,84.0,1754,100.0,281,16.0,49,2.8,71,4.0,6,0.3,0,0.0,0,0.0,139,7.9,16,0.9,1473,84.0,20,1.1,1416,80.7,1,0.1,17,1.0,0,0.0,7,0.4,12,0.7
1400000US36047031100,36047031100,"Census Tract 311, Kings County, New York",2833,100.0,2759,97.4,161,5.7,2442,86.2,4,0.1,49,1.7,10,0.4,3,0.1,0,0.0,2,0.1,0,0.0,0,0.0,34,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,103,3.6,74,2.6,3,0.1,1,0.0,14,0.5,5,0.2,192,6.8,2506,88.5,29,1.0,58,2.0,4,0.1,126,4.4,2833,100.0,272,9.6,8,0.3,95,3.4,24,0.8,145,5.1,2561,90.4,2833,100.0,272,9.6,42,1.5,131,4.6,1,0.0,1,0.0,0,0.0,85,3.0,12,0.4,2561,90.4,119,4.2,2311,81.6,3,0.1,48,1.7,0,0.0,18,0.6,62,2.2
1400000US36047031300,36047031300,"Census Tract 313, Kings County, New York",4648,100.0,4498,96.8,326,7.0,3979,85.6,23,0.5,58,1.2,14,0.3,25,0.5,4,0.1,3,0.1,8,0.2,0,0.0,4,0.1,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,110,2.4,150,3.2,5,0.1,3,0.1,38,0.8,1,0.0,384,8.3,4116,88.6,72,1.5,71,1.5,15,0.3,152,3.3,4648,100.0,406,8.7,24,0.5,174,3.7,15,0.3,193,4.2,4242,91.3,4648,100.0,406,8.7,80,1.7,179,3.9,12,0.3,0,0.0,0,0.0,94,2.0,41,0.9,4242,91.3,246,5.3,3800,81.8,11,0.2,58,1.2,2,0.0,16,0.3,109,2.3
1400000US36047031400,36047031400,"Census Tract 314, Kings County, New York",4544,100.0,4463,98.2,3219,70.8,46,1.0,15,0.3,980,21.6,43,0.9,802,17.6,4,0.1,1,0.0,17,0.4,21,0.5,92,2.0,5,0.1,0,0.0,4,0.1,0,0.0,1,0.0,198,4.4,81,1.8,13,0.3,28,0.6,7,0.2,22,0.5,3291,72.4,59,1.3,33,0.7,1014,22.3,7,0.2,225,5.0,4544,100.0,461,10.1,89,2.0,209,4.6,7,0.2,156,3.4,4083,89.9,4544,100.0,461,10.1,230,5.1,8,0.2,9,0.2,1,0.0,5,0.1,185,4.1,23,0.5,4083,89.9,2989,65.8,38,0.8,6,0.1,979,21.5,0,0.0,13,0.3,58,1.3
1400000US36047031500,36047031500,"Census Tract 315, Kings County, New York",5175,100.0,4988,96.4,600,11.6,4102,79.3,17,0.3,89,1.7,31,0.6,18,0.3,3,0.1,7,0.1,7,0.1,3,0.1,20,0.4,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,179,3.5,187,3.6,3,0.1,17,0.3,35,0.7,8,0.2,678,13.1,4258,82.3,64,1.2,127,2.5,6,0.1,248,4.8,5175,100.0,499,9.6,68,1.3,169,3.3,14,0.3,248,4.8,4676,90.4,5175,100.0,499,9.6,82,1.6,182,3.5,12,0.2,0,0.0,1,0.0,161,3.1,61,1.2,4676,90.4,518,10.0,3920,75.7,5,0.1,89,1.7,0,0.0,18,0.3,126,2.4
1400000US36047031701,36047031701,"Census Tract 317.01, Kings County, New York",3433,100.0,3341,97.3,359,10.5,2836,82.6,19,0.6,85,2.5,28,0.8,9,0.3,5,0.1,5,0.1,4,0.1,2,0.1,32,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42,1.2,92,2.7,3,0.1,9,0.3,20,0.6,5,0.1,400,11.7,2905,84.6,47,1.4,106,3.1,9,0.3,65,1.9,3433,100.0,218,6.4,27,0.8,79,2.3,11,0.3,101,2.9,3215,93.6,3433,100.0,218,6.4,55,1.6,99,2.9,9,0.3,1,0.0,0,0.0,30,0.9,24,0.7,3215,93.6,304,8.9,2737,79.7,10,0.3,84,2.4,0,0.0,12,0.3,68,2.0
1400000US36047031702,36047031702,"Census Tract 317.02, Kings County, New York",3363,100.0,3225,95.9,568,16.9,2506,74.5,6,0.2,51,1.5,14,0.4,11,0.3,7,0.2,4,0.1,7,0.2,1,0.0,7,0.2,2,0.1,1,0.0,1,0.0,0,0.0,0,0.0,92,2.7,138,4.1,4,0.1,11,0.3,38,1.1,9,0.3,647,19.2,2615,77.8,46,1.4,83,2.5,8,0.2,124,3.7,3363,100.0,334,9.9,32,1.0,85,2.5,15,0.4,202,6.0,3029,90.1,3363,100.0,334,9.9,74,2.2,153,4.5,2,0.1,0,0.0,0,0.0,68,2.0,37,1.1,3029,90.1,494,14.7,2353,70.0,4,0.1,51,1.5,2,0.1,24,0.7,101,3.0
1400000US36047031900,36047031900,"Census Tract 319, Kings County, New York",3508,100.0,3432,97.8,957,27.3,2354,67.1,7,0.2,47,1.3,6,0.2,19,0.5,5,0.1,9,0.3,4,0.1,2,0.1,2,0.1,2,0.1,0,0.0,1,0.0,0,0.0,1,0.0,65,1.9,76,2.2,0,0.0,12,0.3,9,0.3,8,0.2,993,28.3,2407,68.6,15,0.4,80,2.3,6,0.2,90,2.6,3508,100.0,224,6.4,14,0.4,59,1.7,5,0.1,146,4.2,3284,93.6,3508,100.0,224,6.4,51,1.5,93,2.7,1,0.0,2,0.1,2,0.1,57,1.6,18,0.5,3284,93.6,906,25.8,2261,64.5,6,0.2,45,1.3,0,0.0,8,0.2,58,1.7
1400000US36047032100,36047032100,"Census Tract 321, Kings County, New York",5001,100.0,4823,96.4,530,10.6,3879,77.6,24,0.5,60,1.2,16,0.3,12,0.2,4,0.1,14,0.3,5,0.1,1,0.0,8,0.2,3,0.1,0,0.0,0,0.0,0,0.0,3,0.1,327,6.5,178,3.6,9,0.2,5,0.1,35,0.7,19,0.4,608,12.2,4012,80.2,63,1.3,91,1.8,23,0.5,392,7.8,5001,100.0,914,18.3,66,1.3,202,4.0,17,0.3,629,12.6,4087,81.7,5001,100.0,914,18.3,198,4.0,297,5.9,11,0.2,3,0.1,0,0.0,314,6.3,91,1.8,4087,81.7,332,6.6,3582,71.6,13,0.3,57,1.1,3,0.1,13,0.3,87,1.7
1400000US36047032300,36047032300,"Census Tract 323, Kings County, New York",3554,100.0,3458,97.3,342,9.6,2913,82.0,11,0.3,34,1.0,2,0.1,20,0.6,1,0.0,3,0.1,2,0.1,1,0.0,5,0.1,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,157,4.4,96,2.7,2,0.1,13,0.4,16,0.5,4,0.1,385,10.8,2986,84.0,41,1.2,63,1.8,8,0.2,177,5.0,3554,100.0,469,13.2,32,0.9,79,2.2,9,0.3,349,9.8,3085,86.8,3554,100.0,469,13.2,98,2.8,189,5.3,5,0.1,3,0.1,0,0.0,149,4.2,25,0.7,3085,86.8,244,6.9,2724,76.6,6,0.2,31,0.9,1,0.0,8,0.2,71,2.0
1400000US36047032500,36047032500,"Census Tract 325, Kings County, New York",6405,100.0,6259,97.7,340,5.3,5698,89.0,19,0.3,57,0.9,11,0.2,15,0.2,4,0.1,19,0.3,5,0.1,1,0.0,2,0.0,4,0.1,1,0.0,0,0.0,1,0.0,2,0.0,141,2.2,146,2.3,4,0.1,9,0.1,30,0.5,6,0.1,400,6.2,5820,90.9,66,1.0,82,1.3,17,0.3,180,2.8,6405,100.0,442,6.9,14,0.2,120,1.9,17,0.3,291,4.5,5963,93.1,6405,100.0,442,6.9,54,0.8,228,3.6,5,0.1,7,0.1,1,0.0,111,1.7,36,0.6,5963,93.1,286,4.5,5470,85.4,14,0.2,50,0.8,3,0.0,30,0.5,110,1.7
1400000US36047032600,36047032600,"Census Tract 326, Kings County, New York",6948,100.0,6687,96.2,1812,26.1,3017,43.4,87,1.3,786,11.3,15,0.2,677,9.7,10,0.1,0,0.0,0,0.0,25,0.4,59,0.8,3,0.0,0,0.0,0,0.0,0,0.0,3,0.0,982,14.1,261,3.8,11,0.2,9,0.1,51,0.7,70,1.0,1970,28.4,3171,45.6,152,2.2,809,11.6,8,0.1,1119,16.1,6948,100.0,2379,34.2,545,7.8,1357,19.5,33,0.5,444,6.4,4569,65.8,6948,100.0,2379,34.2,863,12.4,300,4.3,64,0.9,8,0.1,3,0.0,963,13.9,178,2.6,4569,65.8,949,13.7,2717,39.1,23,0.3,778,11.2,0,0.0,19,0.3,83,1.2
1400000US36047032700,36047032700,"Census Tract 327, Kings County, New York",2924,100.0,2812,96.2,387,13.2,2242,76.7,14,0.5,50,1.7,10,0.3,10,0.3,4,0.1,16,0.5,3,0.1,3,0.1,4,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,119,4.1,112,3.8,2,0.1,4,0.1,35,1.2,16,0.5,456,15.6,2324,79.5,38,1.3,66,2.3,15,0.5,160,5.5,2924,100.0,357,12.2,52,1.8,105,3.6,9,0.3,191,6.5,2567,87.8,2924,100.0,357,12.2,64,2.2,132,4.5,7,0.2,2,0.1,0,0.0,113,3.9,39,1.3,2567,87.8,323,11.0,2110,72.2,7,0.2,48,1.6,0,0.0,6,0.2,73,2.5
1400000US36047032800,36047032800,"Census Tract 328, Kings County, New York",3138,100.0,3024,96.4,496,15.8,1236,39.4,27,0.9,1008,32.1,27,0.9,907,28.9,1,0.0,0,0.0,4,0.1,17,0.5,52,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,257,8.2,114,3.6,0,0.0,17,0.5,24,0.8,9,0.3,547,17.4,1310,41.7,40,1.3,1051,33.5,12,0.4,300,9.6,3138,100.0,605,19.3,65,2.1,402,12.8,11,0.4,127,4.0,2533,80.7,3138,100.0,605,19.3,230,7.3,63,2.0,18,0.6,5,0.2,0,0.0,252,8.0,37,1.2,2533,80.7,266,8.5,1173,37.4,9,0.3,1003,32.0,0,0.0,5,0.2,77,2.5
1400000US36047032900,36047032900,"Census Tract 329, Kings County, New York",5582,100.0,5449,97.6,1372,24.6,3725,66.7,28,0.5,43,0.8,14,0.3,16,0.3,3,0.1,5,0.1,4,0.1,0,0.0,1,0.0,3,0.1,3,0.1,0,0.0,0,0.0,0,0.0,278,5.0,133,2.4,2,0.0,6,0.1,37,0.7,12,0.2,1442,25.8,3837,68.7,58,1.0,66,1.2,8,0.1,321,5.8,5582,100.0,786,14.1,17,0.3,189,3.4,13,0.2,567,10.2,4796,85.9,5582,100.0,786,14.1,205,3.7,264,4.7,14,0.3,2,0.0,0,0.0,258,4.6,43,0.8,4796,85.9,1167,20.9,3461,62.0,14,0.3,41,0.7,3,0.1,20,0.4,90,1.6
1400000US36047033000,36047033000,"Census Tract 330, Kings County, New York",4587,100.0,4407,96.1,1355,29.5,2496,54.4,27,0.6,155,3.4,19,0.4,96,2.1,7,0.2,0,0.0,5,0.1,5,0.1,23,0.5,3,0.1,0,0.0,0,0.0,0,0.0,3,0.1,371,8.1,180,3.9,2,0.0,10,0.2,36,0.8,31,0.7,1450,31.6,2617,57.1,47,1.0,187,4.1,14,0.3,463,10.1,4587,100.0,1233,26.9,15,0.3,925,20.2,14,0.3,279,6.1,3354,73.1,4587,100.0,1233,26.9,497,10.8,234,5.1,16,0.3,7,0.2,3,0.1,362,7.9,114,2.5,3354,73.1,858,18.7,2262,49.3,11,0.2,148,3.2,0,0.0,9,0.2,66,1.4
1400000US36047033100,36047033100,"Census Tract 331, Kings County, New York",4520,100.0,4461,98.7,2738,60.6,1623,35.9,10,0.2,11,0.2,8,0.2,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,78,1.7,59,1.3,0,0.0,1,0.0,11,0.2,5,0.1,2757,61.0,1673,37.0,15,0.3,24,0.5,7,0.2,105,2.3,4520,100.0,222,4.9,8,0.2,67,1.5,4,0.1,143,3.2,4298,95.1,4520,100.0,222,4.9,57,1.3,85,1.9,2,0.0,0,0.0,0,0.0,56,1.2,22,0.5,4298,95.1,2681,59.3,1538,34.0,8,0.2,11,0.2,1,0.0,22,0.5,37,0.8
